,island_id,component_id,component_name,ra_hms_cont,dec_dms_cont,ra_deg_cont,dec_deg_cont,ra_err,dec_err,freq,flux_peak,flux_peak_err,flux_int,flux_int_err,maj_axis,min_axis,pos_ang,maj_axis_err,min_axis_err,pos_ang_err,maj_axis_deconv,min_axis_deconv,pos_ang_deconv,maj_axis_deconv_err,min_axis_deconv_err,pos_ang_deconv_err,chi_squared_fit,rms_fit_gauss,spectral_index,spectral_curvature,spectral_index_err,spectral_curvature_err,rms_image,has_siblings,fit_is_estimate,spectral_index_from_TT,flag_c4,comment,source_filename
594,SB47566_island_451,SB47566_component_451a,J175327-184600,17:53:27.4,-18:46:00,268.364224,-18.766815,0.14,0.08,887.5,25.159,0.348,36.447,0.784,26.44,11.78,83.12,0.33,0.18,0.01,17.89,2.23,73.96,0.09,9.31,0.51,80.907,752.187,-99.0,-99.0,0.0,0.0,0.571,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
1611,SB47566_island_1338,SB47566_component_1338a,J175329-194317,17:53:29.1,-19:43:17,268.371402,-19.721492,0.99,0.54,887.5,7.203,0.776,8.596,1.523,23.79,10.78,92.27,2.32,1.28,0.1,13.06,0.0,-89.75,2.18,0.0,1.37,0.755,112.149,-99.0,-99.0,0.0,0.0,0.979,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
1193,SB47566_island_975,SB47566_component_975a,J175336-182847,17:53:36.1,-18:28:47,268.400414,-18.479912,0.54,0.33,887.5,9.842,0.468,20.188,1.381,33.44,13.19,82.52,1.28,0.78,0.04,27.13,6.57,78.18,0.09,3.56,0.55,18.336,402.817,-99.0,-99.0,0.0,0.0,1.286,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
2036,SB47566_island_1714,SB47566_component_1714a,J175343-190055,17:53:43.7,-19:00:55,268.432237,-19.01553,0.69,0.42,887.5,5.088,0.274,12.261,0.892,30.83,16.8,106.43,1.66,0.9,0.06,24.02,11.96,-65.42,0.21,1.58,1.98,3.437,214.06,-99.0,-99.0,0.0,0.0,0.946,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
1597,SB47566_island_1324,SB47566_component_1324a,J175352-202228,17:53:52.1,-20:22:28,268.467197,-20.374633,0.85,0.47,887.5,7.328,0.691,8.505,1.324,22.43,11.12,84.48,2.01,1.1,0.09,11.33,0.0,65.83,2.56,0.0,11.37,3.7,220.647,-99.0,-99.0,0.0,0.0,0.837,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
458,SB47566_island_338,SB47566_component_338a,J175354-190028,17:53:54.2,-19:00:28,268.475757,-19.007988,0.19,0.1,887.5,34.066,0.667,43.732,1.374,24.08,11.46,87.68,0.44,0.24,0.02,13.82,2.7,78.73,0.33,11.71,1.04,75.647,601.622,-99.0,-99.0,0.0,0.0,0.925,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
2184,SB47566_island_1843,SB47566_component_1843a,J175358-193226,17:53:58.7,-19:32:26,268.494435,-19.540823,1.64,0.9,887.5,4.746,0.943,4.576,1.595,18.96,10.93,86.01,3.88,2.11,0.24,4.72,0.0,29.77,38.19,0.0,52.14,0.125,61.665,-99.0,-99.0,0.0,0.0,0.902,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
735,SB47566_island_573,SB47566_component_573a,J175400-184031,17:54:00.0,-18:40:31,268.499849,-18.675549,0.36,0.2,887.5,19.209,0.683,28.098,1.548,26.39,11.91,86.45,0.84,0.47,0.03,17.57,4.13,79.7,0.27,7.61,1.05,99.956,800.463,-99.0,-99.0,0.0,0.0,1.136,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
530,SB47566_island_397,SB47566_component_397a,J175401-180638,17:54:01.8,-18:06:38,268.507563,-18.110596,0.26,0.15,887.5,29.489,0.705,51.636,1.834,29.96,12.56,82.81,0.61,0.35,0.02,22.72,5.12,76.8,0.08,2.92,0.46,42.98,470.685,-99.0,-99.0,0.0,0.0,1.523,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
2404,SB47566_island_2042,SB47566_component_2042a,J175407-194720,17:54:07.8,-19:47:20,268.532598,-19.789004,0.64,0.32,887.5,3.885,0.168,10.862,0.624,29.88,20.11,89.82,1.52,0.74,0.06,22.35,16.89,85.0,0.49,1.2,2.15,4.217,217.685,-99.0,-99.0,0.0,0.0,0.742,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
2150,SB47566_island_1815,SB47566_component_1815a,J175409-212401,17:54:09.9,-21:24:01,268.541361,-21.40032,1.74,0.93,887.5,4.847,1.052,4.285,1.695,21.16,8.98,88.29,4.09,2.19,0.18,7.79,0.0,73.94,14.89,0.0,23.16,0.223,81.039,-99.0,-99.0,0.0,0.0,0.914,0,0,1,0,,selavy-image.i.J1809-1943.SB47566.cont.taylor.0.restored.conv.components.xml
