,pl_name,hostname,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_massj,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
783,GJ 876 d,GJ 876,Gaia DR2 2603090003484152064,0,1,4,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=RIVERA_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...634..625R/abstract target=ref> Rivera et al. 2005 </a>,1.93774,0.020807,,,0.024,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3271.0,0.35,0.34,,,4.87,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,1171.100949,957.961,-673.638,4.67517,10.16,5.01,8.8753,27/08/2014,2005-11,27/08/2014
785,GJ 876 d,GJ 876,Gaia DR2 2603090003484152064,0,1,4,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=NELSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.2484N/abstract target=ref>Nelson et al. 2016</a>,1.937848,0.021839,,,0.02357,0,<a refstr=NELSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.2484N/abstract target=ref>Nelson et al. 2016</a>,,,,0.37,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,1171.100949,957.961,-673.638,4.67517,10.16,5.01,8.8753,27/01/2016,2016-01,28/01/2016
788,GJ 876 e,GJ 876,Gaia DR2 2603090003484152064,1,1,4,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,124.26,0.3343,,,0.046,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,,,0.3,0.32,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,1171.100949,957.961,-673.638,4.67517,10.16,5.01,8.8753,27/08/2014,2010-08,27/08/2014
789,GJ 876 e,GJ 876,Gaia DR2 2603090003484152064,0,1,4,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=NELSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.2484N/abstract target=ref>Nelson et al. 2016</a>,124.5,0.3514,,,0.05217,0,<a refstr=NELSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.2484N/abstract target=ref>Nelson et al. 2016</a>,,,,0.37,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,1171.100949,957.961,-673.638,4.67517,10.16,5.01,8.8753,27/01/2016,2016-01,28/01/2016
792,GJ 896 A b,GJ 896 A,Gaia DR2 2824770686019003904,1,2,1,Astrometry,2022,Very Long Baseline Array,Published Confirmed,0,<a refstr=CURIEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...93C/abstract target=ref>Curiel et al. 2022</a>,284.39,0.63965,,,2.26,0,<a refstr=CURIEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...93C/abstract target=ref>Curiel et al. 2022</a>,M3.5 V,,,0.44,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h31m52.81s,352.9700384,+19d56m13.20s,19.9370011,580.6759005,577.605,-59.6403,6.26022,10.05,5.326,9.03758,14/09/2022,2022-09,14/09/2022
798,GJ 9714 b,GJ 9714,Gaia DR2 6781117812601143168,1,1,1,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,19240.75467,12.319,,,9.403,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,0.67,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h01m39.40s,315.4141767,-32d31m30.01s,-32.5250028,274.8058078,246.31,-121.859,20.5121,9.37,6.221,8.8377,12/06/2023,2022-09,12/06/2023
1927,HD 114783 c,HD 114783,Gaia DR2 3684934540986187776,1,1,2,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,4352.0,5.0,,,1.9,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,K1 V,,,0.9,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h12m43.64s,198.1818436,-02d15m53.97s,-2.2649921,138.7804107,-138.403,10.228,21.0628,7.56,5.475,7.31783,5/09/2023,2023-08,5/09/2023
1941,HD 115404 A c,HD 115404 A,Gaia DR2 3936909723803146368,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,15319.22517,11.364,,,10.319,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,0.83,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384,688.8917765,636.031,-264.644,10.9816,6.50066,4.381,6.28558,12/06/2023,2022-09,12/06/2023
2030,HD 128311 c,HD 128311,Gaia DR2 1176209886733406592,1,1,2,Radial Velocity,2005,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,921.538,1.74,,,3.789,0,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,,,0.76,0.83,,,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,323.1998789,204.36,-250.39,16.3292,7.48,5.142,7.16719,24/06/2015,2014-11,25/06/2015
2072,HD 136352 b,HD 136352,Gaia DR2 5902750168276592256,0,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,11.57779,0.0969,1.482,0.132,0.01454,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.0,1.01,0.91,-0.25,[Fe/H],4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,1647.339568,-1624.05,-276.024,14.682,5.65,4.159,5.48495,10/12/2020,2020-09,17/12/2020
2073,HD 136352 b,HD 136352,Gaia DR2 5902750168276592256,1,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,11.57797,0.0964,1.664,0.148,0.01485,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664.0,1.06,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,1647.339568,-1624.05,-276.024,14.682,5.65,4.159,5.48495,9/08/2021,2021-06,9/08/2021
2076,HD 136352 c,HD 136352,Gaia DR2 5902750168276592256,1,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,27.59221,0.1721,2.916,0.26,0.03536,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664.0,1.06,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,1647.339568,-1624.05,-276.024,14.682,5.65,4.159,5.48495,9/08/2021,2021-06,9/08/2021
2077,HD 136352 c,HD 136352,Gaia DR2 5902750168276592256,0,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,27.5909,0.1729,2.608,0.233,0.03552,0,<a refstr=KANE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..129K/abstract target=ref>Kane et al. 2020</a>,,5850.0,1.01,0.91,-0.25,[Fe/H],4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,1647.339568,-1624.05,-276.024,14.682,5.65,4.159,5.48495,10/12/2020,2020-09,17/12/2020
2081,HD 136352 d,HD 136352,Gaia DR2 5902750168276592256,1,1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,107.245,0.425,2.562,0.229,0.02775,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664.0,1.06,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,1647.339568,-1624.05,-276.024,14.682,5.65,4.159,5.48495,9/08/2021,2021-06,9/08/2021
2112,HD 140901 c,HD 140901,Gaia DR2 6009538585839374336,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,14386.0,11.8,,,1.8,0,<a refstr=PHILIPOT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805417P/abstract target=ref>Philipot et al. 2023</a>,G7 IV,,,1.06,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h47m28.56s,236.8689866,-37d55m02.04s,-37.9172333,467.152936,-415.238,-214.031,15.2528,6.01,4.323,5.83135,9/10/2023,2023-08,9/10/2023
2113,HD 140901 c,HD 140901,Gaia DR2 6009538585839374336,0,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,7417.50547,7.421,,,6.284,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,0.99,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h47m28.56s,236.8689866,-37d55m02.04s,-37.9172333,467.152936,-415.238,-214.031,15.2528,6.01,4.323,5.83135,12/06/2023,2022-09,12/06/2023
2200,HD 149806 b,HD 149806,Gaia DR2 4383374219923745024,1,1,1,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,16521.52778,12.404,,,12.597,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,0.93,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h37m08.52s,249.2855187,+00d15m16.85s,0.2546794,121.9984087,93.2422,78.6734,20.2727,7.08308,5.183,6.86807,12/06/2023,2022-09,12/06/2023
2297,HD 160691 b,HD 160691,Gaia DR2 5945941905576552064,1,1,4,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=BENEDICT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..295B/abstract target=ref>Benedict et al. 2022</a>,645.0,,,,4.3,0,<a refstr=BENEDICT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..295B/abstract target=ref>Benedict et al. 2022</a>,G3 IV-V,5773.0,1.33,1.13,0.28,[Fe/H],4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,191.5319109,-15.3104,-190.919,15.5981,5.12,3.683,4.94916,1/08/2022,2022-06,1/08/2022
2300,HD 160691 c,HD 160691,Gaia DR2 5945941905576552064,1,1,4,Radial Velocity,2004,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=BENEDICT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..295B/abstract target=ref>Benedict et al. 2022</a>,3947.0,,,,4.4,0,<a refstr=BENEDICT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..295B/abstract target=ref>Benedict et al. 2022</a>,G3 IV-V,5773.0,1.33,1.13,0.28,[Fe/H],4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,191.5319109,-15.3104,-190.919,15.5981,5.12,3.683,4.94916,1/08/2022,2022-06,1/08/2022
2306,HD 160691 e,HD 160691,Gaia DR2 5945941905576552064,1,1,4,Radial Velocity,2006,La Silla Observatory,Published Confirmed,0,<a refstr=BENEDICT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..295B/abstract target=ref>Benedict et al. 2022</a>,307.9,,,,7.0,0,<a refstr=BENEDICT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..295B/abstract target=ref>Benedict et al. 2022</a>,G3 IV-V,5773.0,1.33,1.13,0.28,[Fe/H],4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,191.5319109,-15.3104,-190.919,15.5981,5.12,3.683,4.94916,1/08/2022,2022-06,1/08/2022
2464,HD 18143 c,HD 18143,Gaia DR2 116037204451525376,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,28982.41764,17.53,,,9.998,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,0.85,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h55m39.37s,43.9140248,+26d52m20.58s,26.8723829,327.6550874,264.469,-193.427,22.5243,7.518,5.427,7.33209,12/06/2023,2022-09,12/06/2023
2525,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.2185752,0.031,12.756,1.138,1.123,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5040.0,0.76,0.81,-0.03,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,18/03/2019,2017-06,21/03/2019
2526,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,2.2,0.031,12.3,1.1,1.1,0,<a refstr=SALZ_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..42S/abstract target=ref>Salz et al. 2015</a>,K0-2 V,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2015-04,12/02/2015
2531,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.21857578,0.03142,12.902,1.151,1.15,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,5050.0,0.75,0.84,-0.03,[Fe/H],4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2010-11,14/01/2016
2533,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.218573,0.03099,12.756,1.138,1.144,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5040.0,0.76,0.81,-0.03,[Fe/H],4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2008-04,21/08/2014
2538,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,2.219,0.0313,14.12,1.26,1.15,0,<a refstr=BOUCHY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..15B/abstract target=ref> Bouchy et al. 2005 </a>,,5050.0,0.76,0.82,-0.03,[Fe/H],4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2005-12,21/08/2014
2539,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=BOYAJIAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.447..846B/abstract target=ref>Boyajian et al. 2015</a>,,,13.63,1.216,1.162,0,<a refstr=BOYAJIAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.447..846B/abstract target=ref>Boyajian et al. 2015</a>,,4875.0,0.81,0.85,-0.03,[Fe/H],4.56,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2015-02,22/01/2015
2540,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,1,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.21857567,,12.666,1.13,1.13,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5052.0,0.75,0.79,-0.02,[Fe/H],4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,3/12/2018,2017-03,6/12/2018
2543,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.218577,0.03106,12.543,1.119,1.166,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,,5050.0,0.77,0.81,-0.03,[Fe/H],4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,20/09/2019,2019-11,26/09/2019
2545,HD 189733 b,HD 189733,Gaia DR2 1827242816201846144,0,2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=SING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.529...59S/abstract target=ref>Sing et al. 2016</a>,2.22,,12.778,1.14,1.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5023.0,0.78,0.84,0.02,[M/H],4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,250.2466863,-3.29445,-250.225,19.7638,7.67,5.541,7.41432,25/04/2018,2016-01,14/01/2016
2557,HD 190360 b,HD 190360,Gaia DR2 2029433521248546304,1,2,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2856F/abstract target=ref>Feng et al. 2021</a>,2854.0,3.9,,,1.8,0,<a refstr=FENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2856F/abstract target=ref>Feng et al. 2021</a>,G V,,,1.0,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h03m38.22s,300.9092476,+29d53m40.35s,29.894541,862.1421738,683.341,-525.675,16.0069,5.738,4.076,5.55436,19/09/2022,2021-10,19/09/2022
2675,HD 207496 b,HD 207496,Gaia DR2 6356417496318028800,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,6.441008,0.0629,2.25,0.201,0.01919,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,K2.5 V,4819.0,0.77,0.8,0.095,[Fe/H],4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,292.2203092,224.864,-186.625,23.606,8.23,5.967,7.97255,26/05/2023,2023-05,26/05/2023
